epoch,loss,accuracy,val_loss,val_accuracy,lr
31,0.015997935086488724,1.0,0.010085134766995907,1.0,0.0010000000474974513
32,0.015023142099380493,1.0,0.009368455968797207,1.0,0.0010000000474974513
33,0.014107012189924717,1.0,0.008597801439464092,1.0,0.0010000000474974513
34,0.013262583874166012,1.0,0.007922870106995106,1.0,0.0010000000474974513
35,0.012576344422996044,1.0,0.007355924230068922,1.0,0.0010000000474974513
36,0.011829003691673279,1.0,0.006855410523712635,1.0,0.0010000000474974513
37,0.011226777918636799,1.0,0.006394613068550825,1.0,0.0010000000474974513
38,0.010598981752991676,1.0,0.00598777225241065,1.0,0.0010000000474974513
39,0.010079438798129559,1.0,0.0055220965296030045,1.0,0.0010000000474974513
40,0.00956673827022314,1.0,0.005127772223204374,1.0,0.0010000000474974513
41,0.009052730165421963,1.0,0.0048187049105763435,1.0,0.0010000000474974513
42,0.008621514774858952,1.0,0.004525044467300177,1.0,0.0010000000474974513
43,0.00822007842361927,1.0,0.004216463305056095,1.0,0.0010000000474974513
44,0.007891634479165077,1.0,0.003945307340472937,1.0,0.0010000000474974513
45,0.0074915834702551365,1.0,0.0037147037219256163,1.0,0.0010000000474974513
46,0.007173632271587849,1.0,0.0035214037634432316,1.0,0.0010000000474974513
47,0.0068764579482376575,1.0,0.0033355241175740957,1.0,0.0010000000474974513
48,0.0066339680925011635,1.0,0.0031479245517402887,1.0,0.0010000000474974513
49,0.0063491263426840305,1.0,0.0029843642842024565,1.0,0.0010000000474974513
50,0.006119558587670326,1.0,0.002813184866681695,1.0,0.0010000000474974513
51,0.005884760525077581,1.0,0.0026629632338881493,1.0,0.0010000000474974513
52,0.005666667129844427,1.0,0.0025309014599770308,1.0,0.0010000000474974513
53,0.005439729429781437,1.0,0.0024194130674004555,1.0,0.0010000000474974513
54,0.005287013947963715,1.0,0.0022750101052224636,1.0,0.0010000000474974513
55,0.0050699240528047085,1.0,0.0021664088126271963,1.0,0.0010000000474974513
56,0.004917690996080637,1.0,0.0020555700175464153,1.0,0.0010000000474974513
57,0.004733298439532518,1.0,0.001960607012733817,1.0,0.0010000000474974513
58,0.004576395265758038,1.0,0.0018586288206279278,1.0,0.0010000000474974513
59,0.004430482629686594,1.0,0.0017722727498039603,1.0,0.0010000000474974513
60,0.004285946488380432,1.0,0.0016890757251530886,1.0,0.0010000000474974513
61,0.004175626207143068,1.0,0.001597492373548448,1.0,0.0010000000474974513
62,0.004024053458124399,1.0,0.0015299648512154818,1.0,0.0010000000474974513
63,0.0039044558070600033,1.0,0.0014583669835701585,1.0,0.0010000000474974513
64,0.0037923266645520926,1.0,0.0013962045777589083,1.0,0.0010000000474974513
65,0.0036828014999628067,1.0,0.001338013680651784,1.0,0.0010000000474974513
66,0.0035732088144868612,1.0,0.0012820722768083215,1.0,0.0010000000474974513
67,0.003471790114417672,1.0,0.001229395275004208,1.0,0.0010000000474974513
68,0.003380352398380637,1.0,0.0011696473229676485,1.0,0.0010000000474974513
69,0.0032684984616935253,1.0,0.0011253667762503028,1.0,0.0010000000474974513
70,0.0031960082706063986,1.0,0.0010828019585460424,1.0,0.0010000000474974513
71,0.0031139561906456947,1.0,0.0010364881018176675,1.0,0.0010000000474974513
72,0.0030171950347721577,1.0,0.0010022673523053527,1.0,0.0010000000474974513
73,0.002943773753941059,1.0,0.0009609244880266488,1.0,0.0010000000474974513
74,0.00286092353053391,1.0,0.0009248266578651965,1.0,0.0010000000474974513
75,0.0027867581229656935,1.0,0.0008902939734980464,1.0,0.0010000000474974513
76,0.0027224444784224033,1.0,0.0008585965842939913,1.0,0.0010000000474974513
77,0.0026550961192697287,1.0,0.0008264026255346835,1.0,0.0010000000474974513
78,0.002603869652375579,1.0,0.0007973853498697281,1.0,0.0010000000474974513
79,0.00253701931796968,1.0,0.0007720777066424489,1.0,0.0010000000474974513
80,0.002473503351211548,1.0,0.0007494546007364988,1.0,0.0010000000474974513
81,0.002421004930511117,1.0,0.0007209252216853201,1.0,0.0010000000474974513
82,0.002361934632062912,1.0,0.0006964656640775502,1.0,0.0010000000474974513
83,0.002306300913915038,1.0,0.0006704532424919307,1.0,0.0010000000474974513
84,0.0022583201061934233,1.0,0.0006459700525738299,1.0,0.0010000000474974513
85,0.002212259452790022,1.0,0.0006271476158872247,1.0,0.0010000000474974513
86,0.002152214292436838,1.0,0.000607226334977895,1.0,0.0010000000474974513
87,0.0021149301901459694,1.0,0.0005895089125260711,1.0,0.0010000000474974513
88,0.002066257642582059,1.0,0.0005732746212743223,1.0,0.0010000000474974513
89,0.002024637535214424,1.0,0.0005519755650311708,1.0,0.0010000000474974513
90,0.001981714740395546,1.0,0.0005349343991838396,1.0,0.0010000000474974513
91,0.0019355259137228131,1.0,0.0005196133279241621,1.0,0.0010000000474974513
92,0.0018942870665341616,1.0,0.0005042420234531164,1.0,0.0010000000474974513
93,0.0018543488113209605,1.0,0.000487719924421981,1.0,0.0010000000474974513
94,0.0018186457455158234,1.0,0.00047305089537985623,1.0,0.0010000000474974513
95,0.001778039033524692,1.0,0.0004585234564729035,1.0,0.0010000000474974513
96,0.001747987698763609,1.0,0.00044488435378298163,1.0,0.0010000000474974513
97,0.0016995586920529604,1.0,0.00043059568270109594,1.0,0.0010000000474974513
98,0.0016453084535896778,1.0,0.00041955584310926497,1.0,0.0010000000474974513
99,0.0015967743238434196,1.0,0.0004073256568517536,1.0,0.0010000000474974513
100,0.001548315049149096,1.0,0.00039489418850280344,1.0,0.0010000000474974513
101,0.0015162916388362646,1.0,0.00038296941784210503,1.0,0.0010000000474974513
102,0.0014689433155581355,1.0,0.00037348296609707177,1.0,0.0010000000474974513
103,0.001429742551408708,1.0,0.00036408138112165034,1.0,0.0010000000474974513
104,0.001388299628160894,1.0,0.00035424187080934644,1.0,0.0010000000474974513
105,0.001355790882371366,1.0,0.00034366812906228006,1.0,0.0010000000474974513
106,0.0013192949118092656,1.0,0.0003338087408337742,1.0,0.0010000000474974513
107,0.0012852399377152324,1.0,0.00032458885107189417,1.0,0.0010000000474974513
108,0.0012458073906600475,1.0,0.00031585729448124766,1.0,0.0010000000474974513
109,0.0012140035396441817,1.0,0.00030893099028617144,1.0,0.0010000000474974513
110,0.0011923705460503697,1.0,0.000299229403026402,1.0,0.0010000000474974513
111,0.001149631105363369,1.0,0.00029210123466327786,1.0,0.0010000000474974513
112,0.001134591642767191,1.0,0.0002876402868423611,1.0,0.0005000000237487257
113,0.001120441360399127,1.0,0.00028640887467190623,1.0,0.0005000000237487257
114,0.001102580688893795,1.0,0.00028131139697507024,1.0,0.0005000000237487257
115,0.0010847989469766617,1.0,0.0002773892192635685,1.0,0.0005000000237487257
116,0.0010715203825384378,1.0,0.00027369483723305166,1.0,0.0005000000237487257
117,0.0010541900992393494,1.0,0.000270581484073773,1.0,0.0005000000237487257
118,0.0010427880333736539,1.0,0.0002670931280590594,1.0,0.0005000000237487257
119,0.0010284552117809653,1.0,0.00026359272305853665,1.0,0.0005000000237487257
120,0.001016902970150113,1.0,0.0002598800929263234,1.0,0.0005000000237487257
121,0.001003276789560914,1.0,0.00025626050774008036,1.0,0.0005000000237487257
122,0.0009940251475200057,1.0,0.00025253582862205803,1.0,0.0005000000237487257
123,0.000978871830739081,1.0,0.00024922925513237715,1.0,0.0005000000237487257
124,0.0009640816133469343,1.0,0.0002462202392052859,1.0,0.0005000000237487257
125,0.0009541879408061504,1.0,0.00024476711405441165,1.0,0.0002500000118743628
126,0.0009503920446150005,1.0,0.00024316730559803545,1.0,0.0002500000118743628
127,0.0009440530557185411,1.0,0.000241414803895168,1.0,0.0002500000118743628
128,0.0009360617841593921,1.0,0.0002399538061581552,1.0,0.0002500000118743628
129,0.0009306379943154752,1.0,0.00023836187028791755,1.0,0.0002500000118743628
130,0.0009254803881049156,1.0,0.00023664890613872558,1.0,0.0002500000118743628
131,0.0009197164908982813,1.0,0.00023513022460974753,1.0,0.0002500000118743628
132,0.000913265801500529,1.0,0.0002334926393814385,1.0,0.0002500000118743628
133,0.0009078735020011663,1.0,0.0002323666267329827,1.0,0.0002500000118743628
134,0.0009040777222253382,1.0,0.00023022327513899654,1.0,0.0002500000118743628
135,0.0008959067054092884,1.0,0.00022953930601943284,1.0,0.0001250000059371814
136,0.0008936841622926295,1.0,0.00022872643603477627,1.0,0.0001250000059371814
137,0.0008898571250028908,1.0,0.00022812375391367823,1.0,0.0001250000059371814
138,0.0008874745690263808,1.0,0.00022711846395395696,1.0,0.0001250000059371814
139,0.0008838172652758658,1.0,0.00022637496294919401,1.0,0.0001250000059371814
140,0.000880842562764883,1.0,0.000225576019147411,1.0,0.0001250000059371814
141,0.0008775350288487971,1.0,0.00022483052453026175,1.0,0.0001250000059371814
142,0.0008747503161430359,1.0,0.0002241802285425365,1.0,0.0001250000059371814
143,0.0008718539029359818,1.0,0.00022333356901071966,1.0,0.0001250000059371814
144,0.0008687532390467823,1.0,0.00022228460875339806,1.0,0.0001250000059371814
